Model units:
Name: Commander Farsight, Army Type: Tau
Name: Breacher Team, Army Type: Tau
Enemy units:
Name: Commander Farsight, Army Type: Tau
Name: Breacher Team, Army Type: Tau
Number of Lifetimes ran: 400

Iteration 0 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 9.0]
Iteration 1557 ended with reward tensor([-0.5000]), enemy health [3.0, 8.0], model health [0, 5.0]
Iteration 1558 ended with reward tensor([-0.5000]), enemy health [3.0, 8.0], model health [0, 5.0]
Iteration 1559 ended with reward tensor([-0.5000]), enemy health [3.0, 8.0], model health [0, 5.0]
Iteration 1560 ended with reward tensor([-0.5000]), enemy health [3.0, 8.0], model health [0, 2.0]
Iteration 1561 ended with reward tensor([-0.5000]), enemy health [3.0, 8.0], model health [0, 1.0]
Iteration 1562 ended with reward tensor([-1.]), enemy health [3.0, 8.0], model health [0, 0.0]
enemy won!
Iteration 1563 ended with reward tensor([0.5000]), enemy health [8, 9], model health [8, 9]
Iteration 1564 ended with reward tensor([-0.5000]), enemy health [6.0, 9], model health [8, 9]
Iteration 1565 ended with reward tensor([0.2000]), enemy health [6.0, 9.0], model health [8, 8.0]
Iteration 1566 ended with reward tensor([0.2000]), enemy health [0.0, 9.0], model health [2.0, 8.0]
Iteration 1567 ended with reward tensor([0.4000]), enemy health [0.0, 6.0], model health [0, 8.0]
Iteration 1568 ended with reward tensor([-0.5000]), enemy health [0.0, 6.0], model health [0, 6.0]
Iteration 1569 ended with reward tensor([-0.5000]), enemy health [0.0, 6.0], model health [0, 3.0]
Iteration 1570 ended with reward tensor([-1.]), enemy health [0.0, 6.0], model health [0, 0.0]
enemy won!
Iteration 1571 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 1572 ended with reward tensor([0.4000]), enemy health [5.0, 9], model health [5.0, 9]
Iteration 1573 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [1.0, 9]
Iteration 1574 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 9]
Iteration 1575 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 6.0]
Iteration 1576 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 6.0]
Iteration 1577 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 6.0]
Iteration 1578 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 6.0]
Iteration 1579 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 5.0]
Iteration 1580 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 5.0]
Iteration 1581 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0.0, 5.0]
Iteration 1582 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [0.0, 5.0]
Iteration 1583 ended with reward tensor([1.]), enemy health [0.0, 9], model health [0.0, 5.0]
Iteration 1584 ended with reward tensor([-1.]), enemy health [0.0, 9], model health [0.0, 0.0]
enemy won!
Iteration 1585 ended with reward tensor([-1.]), enemy health [8, 9], model health [8, 7.0]
Iteration 1586 ended with reward tensor([-0.3000]), enemy health [6.0, 9], model health [7.0, 6.0]
Iteration 1587 ended with reward tensor([0.2000]), enemy health [1.0, 9], model health [5.0, 6.0]
Iteration 1588 ended with reward tensor([0]), enemy health [1.0, 9], model health [5.0, 4.0]
Iteration 1589 ended with reward tensor([0]), enemy health [1.0, 9], model health [5.0, 2.0]
Iteration 1590 ended with reward tensor([0.7000]), enemy health [1.0, 8.0], model health [0.0, 2.0]
Iteration 1591 ended with reward tensor([-1.]), enemy health [1.0, 8.0], model health [0.0, 0.0]
enemy won!
Iteration 1592 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 1593 ended with reward tensor([0]), enemy health [8, 9], model health [4.0, 9]
Iteration 1594 ended with reward tensor([-0.3000]), enemy health [5.0, 9], model health [4.0, 8.0]
Iteration 1595 ended with reward tensor([0.4000]), enemy health [2.0, 9], model health [1.0, 8.0]
Iteration 1596 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0, 8.0]
Iteration 1597 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0.0, 8.0]
Iteration 1598 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0.0, 6.0]
Iteration 1599 ended with reward tensor([0]), enemy health [2.0, 9], model health [0.0, 1.0]
Iteration 1600 ended with reward tensor([0]), enemy health [2.0, 9], model health [0.0, 1.0]
Iteration 1601 ended with reward tensor([-1.]), enemy health [2.0, 9], model health [0.0, 0.0]
enemy won!
Iteration 1602 ended with reward tensor([0.7000]), enemy health [5.0, 9], model health [8, 7.0]
Iteration 1603 ended with reward tensor([0.4000]), enemy health [2.0, 9], model health [8, 4.0]
Iteration 1604 ended with reward tensor([1.]), enemy health [0, 9], model health [3.0, 4.0]
Iteration 1605 ended with reward tensor([0]), enemy health [0, 9], model health [0.0, 3.0]
Iteration 1606 ended with reward tensor([0]), enemy health [0, 9], model health [0.0, 1.0]
Iteration 1607 ended with reward tensor([-1.]), enemy health [0, 9], model health [0.0, 0.0]
enemy won!
Iteration 1608 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9.0]
Iteration 1609 ended with reward tensor([0.7000]), enemy health [8, 9.0], model health [3.0, 9.0]
Iteration 1610 ended with reward tensor([-0.3000]), enemy health [4.0, 9.0], model health [0.0, 9.0]
Iteration 1611 ended with reward tensor([0.2000]), enemy health [2.0, 9.0], model health [0.0, 8.0]
Iteration 1612 ended with reward tensor([0.7000]), enemy health [2.0, 8.0], model health [0, 8.0]
Iteration 1613 ended with reward tensor([-0.5000]), enemy health [2.0, 8.0], model health [0, 8.0]
Iteration 1614 ended with reward tensor([0.7000]), enemy health [2.0, 6.0], model health [0.0, 8.0]
Iteration 1615 ended with reward tensor([-0.5000]), enemy health [2.0, 6.0], model health [0.0, 8.0]
Iteration 1616 ended with reward tensor([-0.5000]), enemy health [2.0, 6.0], model health [0, 8.0]
Iteration 1617 ended with reward tensor([0.7000]), enemy health [2.0, 6.0], model health [0, 8.0]
Iteration 1618 ended with reward tensor([0.]), enemy health [2.0, 6.0], model health [0, 8.0]
Iteration 1619 ended with reward tensor([-0.5000]), enemy health [0, 6.0], model health [0, 7.0]
Iteration 1620 ended with reward tensor([0.5000]), enemy health [0, 6.0], model health [0, 4.0]
Iteration 1621 ended with reward tensor([0.5000]), enemy health [0, 6.0], model health [0, 3.0]
Iteration 1622 ended with reward tensor([0.5000]), enemy health [0, 6.0], model health [0, 2.0]
Iteration 1623 ended with reward tensor([-1.]), enemy health [0, 6.0], model health [0, 0.0]
enemy won!
Iteration 1624 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 1625 ended with reward tensor([0.2000]), enemy health [3.0, 9], model health [8, 9]
Iteration 1626 ended with reward tensor([0.4000]), enemy health [0.0, 9], model health [8, 7.0]
Iteration 1627 ended with reward tensor([-1.]), enemy health [0.0, 9], model health [3.0, 7.0]
Iteration 1628 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [0, 7.0]
Iteration 1629 ended with reward tensor([-0.5000]), enemy health [0.0, 9], model health [0.0, 6.0]
Iteration 1630 ended with reward tensor([0]), enemy health [0.0, 9], model health [0.0, 3.0]
Iteration 1631 ended with reward tensor([0]), enemy health [0.0, 9], model health [0.0, 3.0]
Iteration 1632 ended with reward tensor([0]), enemy health [0.0, 9], model health [0.0, 2.0]
Iteration 1633 ended with reward tensor([-1.]), enemy health [0.0, 9], model health [0.0, 0.0]
enemy won!
Iteration 1634 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 1635 ended with reward tensor([0.2000]), enemy health [1.0, 9], model health [8, 9]
Iteration 1636 ended with reward tensor([-0.5000]), enemy health [1.0, 9], model health [6.0, 9]
Iteration 1637 ended with reward tensor([-0.5000]), enemy health [1.0, 9], model health [0.0, 9]
Iteration 1638 ended with reward tensor([-0.5000]), enemy health [1.0, 9], model health [0.0, 9.0]
Iteration 1639 ended with reward tensor([-0.5000]), enemy health [1.0, 9], model health [0.0, 9.0]
Iteration 1640 ended with reward tensor([0.7000]), enemy health [1.0, 8.0], model health [0.0, 9.0]
Iteration 1641 ended with reward tensor([0.7000]), enemy health [1.0, 7.0], model health [0.0, 6.0]
Iteration 1642 ended with reward tensor([0.7000]), enemy health [1.0, 7.0], model health [0.0, 4.0]
Iteration 1643 ended with reward tensor([0.7000]), enemy health [1.0, 5.0], model health [0.0, 2.0]
Iteration 1644 ended with reward tensor([-1.]), enemy health [1.0, 5.0], model health [0.0, 0.0]
enemy won!
Iteration 1645 ended with reward tensor([0]), enemy health [8, 9], model health [5.0, 9]
Iteration 1646 ended with reward tensor([0.2000]), enemy health [6.0, 9], model health [5.0, 9]
Iteration 1647 ended with reward tensor([0.4000]), enemy health [4.0, 9], model health [5.0, 9]
Iteration 1648 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [3.0, 9]
Iteration 1649 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [1.0, 9]
Iteration 1650 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 9]
Iteration 1651 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 9]
Iteration 1652 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 9]
Iteration 1653 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 9]
Iteration 1654 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 8.0]
Iteration 1655 ended with reward tensor([-0.5000]), enemy health [4.0, 9], model health [0.0, 8.0]
Iteration 1656 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 8.0]
Iteration 1657 ended with reward tensor([0.7000]), enemy health [1.0, 9], model health [0.0, 8.0]
Iteration 1658 ended with reward tensor([1.]), enemy health [0.0, 9], model health [0.0, 8.0]
Iteration 1659 ended with reward tensor([0.7000]), enemy health [0.0, 9.0], model health [0.0, 6.0]
Iteration 1660 ended with reward tensor([0]), enemy health [0.0, 9.0], model health [0.0, 4.0]
Iteration 1661 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 1.0]
Iteration 1662 ended with reward tensor([-1.]), enemy health [0.0, 8.0], model health [0.0, 0.0]
enemy won!
Iteration 1663 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [8, 9.0]
Iteration 1664 ended with reward tensor([0.2000]), enemy health [8, 8.0], model health [8, 7.0]
Iteration 1665 ended with reward tensor([0]), enemy health [8, 8.0], model health [8, 7.0]
Iteration 1666 ended with reward tensor([0.2000]), enemy health [4.0, 8.0], model health [8, 7.0]
Iteration 1667 ended with reward tensor([-0.3000]), enemy health [4.0, 8.0], model health [6.0, 7.0]
Iteration 1668 ended with reward tensor([-0.5000]), enemy health [4.0, 8.0], model health [5.0, 7.0]
Iteration 1669 ended with reward tensor([-0.5000]), enemy health [4.0, 8.0], model health [3.0, 6.0]
Iteration 1670 ended with reward tensor([-0.5000]), enemy health [4.0, 8.0], model health [0.0, 6.0]
Iteration 1671 ended with reward tensor([0.7000]), enemy health [2.0, 8.0], model health [0.0, 6.0]
Iteration 1672 ended with reward tensor([-0.5000]), enemy health [2.0, 8.0], model health [0.0, 6.0]
Iteration 1673 ended with reward tensor([-0.5000]), enemy health [2.0, 8.0], model health [0.0, 6.0]
Iteration 1674 ended with reward tensor([-0.5000]), enemy health [2.0, 8.0], model health [0.0, 6.0]
Iteration 1675 ended with reward tensor([-0.5000]), enemy health [2.0, 8.0], model health [0.0, 1.0]
Iteration 1676 ended with reward tensor([-1.5000]), enemy health [2.0, 8.0], model health [0.0, 0.0]
enemy won!
Iteration 1677 ended with reward tensor([0.4000]), enemy health [8, 6.0], model health [5.0, 9]
Iteration 1678 ended with reward tensor([-0.5000]), enemy health [8, 6.0], model health [1.0, 9]
Iteration 1679 ended with reward tensor([-0.5000]), enemy health [8, 6.0], model health [0, 9]
Iteration 1680 ended with reward tensor([0.7000]), enemy health [8, 4.0], model health [0, 8.0]
Iteration 1681 ended with reward tensor([0.2000]), enemy health [1.0, 4.0], model health [0, 6.0]
Iteration 1682 ended with reward tensor([0.]), enemy health [1.0, 4.0], model health [0, 4.0]
Iteration 1683 ended with reward tensor([-1.]), enemy health [1.0, 4.0], model health [0, 0.0]
enemy won!
Iteration 1684 ended with reward tensor([0]), enemy health [8, 9], model health [8, 9]
Iteration 1685 ended with reward tensor([0.]), enemy health [8, 9], model health [8, 9]
Iteration 1686 ended with reward tensor([0.4000]), enemy health [7.0, 9], model health [8, 9.0]
Iteration 1687 ended with reward tensor([-0.5000]), enemy health [7.0, 9], model health [6.0, 9.0]
Iteration 1688 ended with reward tensor([-0.5000]), enemy health [7.0, 9], model health [5.0, 9.0]
Iteration 1689 ended with reward tensor([-0.5000]), enemy health [7.0, 9], model health [3.0, 9.0]
Iteration 1690 ended with reward tensor([-0.5000]), enemy health [7.0, 9], model health [0.0, 8.0]
Iteration 1691 ended with reward tensor([-0.5000]), enemy health [7.0, 9], model health [0.0, 8.0]
Iteration 1692 ended with reward tensor([-0.5000]), enemy health [7.0, 9], model health [0.0, 8.0]
Iteration 1693 ended with reward tensor([0.7000]), enemy health [5.0, 9], model health [0.0, 8.0]
Iteration 1694 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 8.0]
Iteration 1695 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 8.0]
Iteration 1696 ended with reward tensor([0.7000]), enemy health [5.0, 9], model health [0.0, 8.0]
Iteration 1697 ended with reward tensor([0.7000]), enemy health [4.0, 9], model health [0.0, 8.0]
Iteration 1698 ended with reward tensor([0.7000]), enemy health [2.0, 9], model health [0.0, 8.0]
Iteration 1699 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0.0, 8.0]
Iteration 1700 ended with reward tensor([-0.5000]), enemy health [2.0, 9], model health [0.0, 8.0]
Iteration 1701 ended with reward tensor([1.]), enemy health [0.0, 9], model health [0.0, 8.0]
Iteration 1702 ended with reward tensor([0.7000]), enemy health [0.0, 8.0], model health [0.0, 6.0]
Iteration 1703 ended with reward tensor([0.7000]), enemy health [0.0, 5.0], model health [0.0, 5.0]
Iteration 1704 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [0.0, 5.0]
Iteration 1705 ended with reward tensor([0.7000]), enemy health [0.0, 2.0], model health [0.0, 4.0]
Iteration 1706 ended with reward tensor([2.]), enemy health [0.0, 0.0], model health [0.0, 1.0]
model won!
Iteration 1707 ended with reward tensor([-0.5000]), enemy health [8, 9], model health [2.0, 9]
Iteration 1708 ended with reward tensor([0.7000]), enemy health [8.0, 9], model health [0.0, 9]
Iteration 1709 ended with reward tensor([-0.5000]), enemy health [8.0, 9], model health [0.0, 9]
Iteration 1710 ended with reward tensor([-0.5000]), enemy health [8.0, 9], model health [0.0, 9.0]
Iteration 1711 ended with reward tensor([-0.5000]), enemy health [8.0, 9], model health [0.0, 9.0]
Iteration 1712 ended with reward tensor([-0.5000]), enemy health [8.0, 9], model health [0.0, 9.0]
Iteration 1713 ended with reward tensor([0.7000]), enemy health [7.0, 9], model health [0.0, 9.0]
Iteration 1714 ended with reward tensor([0.7000]), enemy health [6.0, 9], model health [0.0, 9.0]
Iteration 1715 ended with reward tensor([0.7000]), enemy health [6.0, 8.0], model health [0.0, 6.0]
Iteration 1716 ended with reward tensor([0.7000]), enemy health [6.0, 7.0], model health [0.0, 3.0]
Iteration 1717 ended with reward tensor([0.7000]), enemy health [1.0, 7.0], model health [0.0, 3.0]
Iteration 1718 ended with reward tensor([-0.3000]), enemy health [0.0, 7.0], model health [0.0, 3.0]
Iteration 1719 ended with reward tensor([0.7000]), enemy health [0.0, 3.0], model health [0.0, 2.0]
Iteration 1720 ended with reward tensor([-1.]), enemy health [0.0, 3.0], model health [0.0, 0]
enemy won!
Iteration 1721 ended with reward tensor([0.2000]), enemy health [5.0, 9], model health [8, 9]
Iteration 1722 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [8, 9]
Iteration 1723 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [5.0, 9]
Iteration 1724 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 9]
Iteration 1725 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 9]
Iteration 1726 ended with reward tensor([-0.5000]), enemy health [5.0, 9], model health [0.0, 6.0]
